 No. , date , time , model , code , Barcode ,Total Rank  ,Upper amount (g), angle (deg), rank ,Lower amount (g), angle (deg), rank ,UP+LO amount (g), rank ,Static amount (g), angle (deg), rank ,Couple amount (g), angle (deg), rank ,LRO-T OA amount (mm), angle (deg), rank ,LRO-B OA amount (mm), angle (deg), rank ,RRO1 OA amount (mm), angle (deg), rank ,RRO2 OA amount (mm), angle (deg), rank ,RRO3 OA amount (mm), angle (deg), rank ,LRO-T 1st amount (mm), angle (deg), rank ,LRO-B 1st amount (mm), angle (deg), rank ,RRO1 1st amount (mm), angle (deg), rank ,RRO2 1st amount (mm), angle (deg), rank ,RRO3 1st amount (mm), angle (deg), rank ,LRO-T 2nd amount (mm), angle (deg), rank ,LRO-B 2nd amount (mm), angle (deg), rank ,RRO1 2nd amount (mm), angle (deg), rank ,RRO2 2nd amount (mm), angle (deg), rank ,RRO3 2nd amount (mm), angle (deg), rank ,LRO-T Nth amount (mm), angle (deg), rank ,LRO-B Nth amount (mm), angle (deg), rank ,RRO1 Nth amount (mm), angle (deg), rank ,RRO2 Nth amount (mm), angle (deg), rank ,RRO3 Nth amount (mm), angle (deg), rank ,LRO-T Bulge amount (mm), angle (deg), rank ,LRO-B Bulge amount (mm), angle (deg), rank ,LRO-T Dent amount (mm), angle (deg), rank ,LRO-B Dent amount (mm), angle (deg), rank ,Circuly value (mm), rank ,OuterDiameter1 value (mm), rank ,OuterDiameter2 value (mm), rank ,OuterDiameter3 value (mm), rank ,RO TOTAL  ,Meas.Pressure value (Kg/f),Weight value (Kg), rank ,Width value (mm), rank 
394915,2023/11/23,05:31:34,101,175/65R14           ,47062523,A,24.332,340.3,A,37.35,265.5,A,61.683,A,49.635,293.7,A,38.866,48.3,A,0.603,359.9,A,0.464,253,A,0,0,A,0.683,120.3,A,0,0,A,0.17,269.7,A,0.26,225.7,A,0,0,A,0.476,118.1,A,0,0,A,0.09,354.6,A,0.032,282.4,A,0,0,A,0.057,229.7,A,0,0,A,0.009,354.6,A,0.028,282.4,A,0,0,A,0.032,229.7,A,0,0,A,0.692,1.3,A,0.499,357.7,A,0.163,80.1,A,0.235,268.1,A,0.235,A,0,A,596.207,A,0,A,A,0,0,OK,0,A
394916,2023/11/23,05:32:05,101,175/65R14           ,47062524,A,7.123,225.8,A,25.143,199.3,A,32.266,A,31.68,205,A,19.033,9.7,A,0.726,358.5,A,0.746,93.5,A,0,0,A,0.567,118,A,0,0,A,0.458,305.3,A,0.526,98.3,A,0,0,A,0.459,96.8,A,0,0,A,0.252,80.9,A,0.047,240.1,A,0,0,A,0.049,218.9,A,0,0,A,0.048,80.9,A,0.079,240.1,A,0,0,A,0.005,217.6,A,0,0,A,0.343,75.5,A,0.252,0.7,A,0.269,351,A,0.36,337.4,A,0.2,A,0,A,596.184,A,0,A,A,0,0,OK,0,A
394917,2023/11/23,05:32:33,101,175/65R14           ,47062522,A,25.831,29.4,A,17.113,332,A,42.943,A,37.901,7,A,21.993,70.3,A,0.499,344.2,A,0.601,218.8,A,0,0,A,0.819,102.5,A,0,0,A,0.277,44.2,A,0.395,212.2,A,0,0,A,0.617,126.4,A,0,0,A,0.057,159.5,A,0.095,318.6,A,0,0,A,0.203,223.2,A,0,0,A,0.033,159.5,A,0.029,318.6,A,0,0,A,0.085,222.4,A,0,0,A,0.323,216.5,A,0.244,341.7,A,0.226,293.1,A,0.277,210.1,A,0.326,A,0,A,595.894,A,0,A,A,0,0,OK,0,A
394918,2023/11/23,05:33:19,101,175/65R14           ,47062326,A,28.858,66.3,A,8.331,286.3,A,37.189,A,23.105,52.9,A,35.645,74.9,A,0.599,197.3,A,0.717,3.2,A,0,0,A,0.603,169.3,A,0,0,A,0.183,182.6,A,0.468,312.1,A,0,0,A,0.388,144.1,A,0,0,A,0.093,1.1,A,0.035,356.7,A,0,0,A,0.01,241.7,A,0,0,A,0.064,1.1,A,0.051,356.7,A,0,0,A,0.065,246.4,A,0,0,A,0.46,359.3,A,0.465,357.6,A,0.288,149.8,A,0.384,351.3,A,0.202,A,0,A,595.959,A,0,A,A,0,0,OK,0,A
394919,2023/11/23,05:33:43,101,175/65R14           ,47062412,A,15.575,352.6,A,13.57,207.8,A,29.145,A,9.016,292.4,A,27.787,8.9,A,0.747,311.1,A,1.112,148.6,A,0,0,A,0.57,344.6,A,0,0,A,0.564,334,A,0.744,164.7,A,0,0,A,0.164,5.7,A,0,0,A,0.08,103.3,A,0.245,0.4,A,0,0,A,0.219,332.4,A,0,0,A,0.016,103.3,A,0.034,0.4,A,0,0,A,0.096,332.7,A,0,0,A,0.365,234.8,A,0.239,95.4,A,0.358,238.3,A,0.285,232.3,A,0.426,A,0,A,595.957,A,0,A,A,0,0,OK,0,A
394920,2023/11/23,05:34:14,101,175/65R14           ,47062413,A,26.614,85.6,A,1.651,103.1,A,28.265,A,28.193,86.6,A,25.044,84.4,A,0.477,293.5,A,0.402,216.5,A,0,0,A,0.757,167.7,A,0,0,A,0.268,328.5,A,0.088,244.3,A,0,0,A,0.536,125.2,A,0,0,A,0.109,151.3,A,0.085,17.1,A,0,0,A,0.106,34.7,A,0,0,A,0.049,151.3,A,0.048,17.1,A,0,0,A,0.019,34.7,A,0,0,A,0.378,332.5,A,0.215,228.6,A,0.231,74.4,A,0.213,255,A,0.23,A,0,A,596.201,A,0,A,A,0,0,OK,0,A
394921,2023/11/23,05:34:44,101,175/65R14           ,47062531,A,9.828,348.2,A,19.352,222.9,A,29.18,A,15.859,253.3,A,26.281,25.1,A,0.538,200.7,A,0.589,107.9,A,0,0,A,0.571,167.5,A,0,0,A,0.327,258.4,A,0.226,170.7,A,0,0,A,0.253,139,A,0,0,A,0.101,155.3,A,0.119,253.4,A,0,0,A,0.236,220.8,A,0,0,A,0.008,155.3,A,0.035,253.4,A,0,0,A,0.02,221,A,0,0,A,0.275,253.2,A,0.362,358.9,A,0.229,65.9,A,0.381,350.1,A,0.384,A,0,A,596.118,A,0,A,A,0,0,OK,0,A
394922,2023/11/23,05:35:13,101,175/65R14           ,47062529,A,31.535,55.5,A,13.041,60.4,A,44.577,A,44.544,56.9,A,18.573,52.1,A,0.374,56.7,A,0.417,353.7,A,0,0,A,0.711,110,A,0,0,A,0.144,347.8,A,0.144,42.3,A,0,0,A,0.347,56.9,A,0,0,A,0.072,108,A,0.097,67.2,A,0,0,A,0.076,273.4,A,0,0,A,0.019,108,A,0.032,67.2,A,0,0,A,0.051,273.4,A,0,0,A,0.223,59.4,A,0.272,354.5,A,0.319,95.4,A,0.238,268.9,A,0.307,A,0,A,595.914,A,0,A,A,0,0,OK,0,A
394923,2023/11/23,05:35:40,101,175/65R14           ,47062220,A,35.386,65.1,A,6.079,50.7,A,41.465,A,41.302,63,A,29.536,68,A,1.216,299.3,A,0.562,162.9,A,0,0,A,0.889,118.3,A,0,0,A,0.775,300.7,A,0.234,113,A,0,0,A,0.716,126,A,0,0,A,0.129,351.9,A,0.137,295.9,A,0,0,A,0.279,183.5,A,0,0,A,0.009,351.9,A,0.06,295.9,A,0,0,A,0.024,183.5,A,0,0,A,0.376,299.4,A,0.285,331.3,A,0.293,38.5,A,0.246,123.4,A,0.416,A,0,A,596.081,A,0,A,A,0,0,OK,0,A
394924,2023/11/23,05:36:26,101,175/65R14           ,47061966,A,29.265,110.9,A,20.7,213.8,A,49.965,A,31.852,150.2,A,39.438,80.1,A,0.689,356.1,A,1.526,354.6,E,0,0,A,0.496,162.3,A,0,0,A,0.348,25.1,A,0.704,284.6,A,0,0,A,0.161,74.9,A,0,0,A,0.135,180.7,A,0.367,1.4,A,0,0,A,0.199,335,A,0,0,A,0.048,180.7,A,0.129,1.4,A,0,0,A,0.033,335.9,A,0,0,A,0.417,359.2,A,0.5,355.1,A,0.337,183.1,A,0.555,94.3,A,0.334,A,0,A,596.368,A,0,A,E,0,0,OK,0,A
394925,2023/11/23,05:36:50,101,175/65R14           ,47062511,A,16.128,76.1,A,10.433,125.7,A,26.56,A,24.226,95.2,A,12.288,35.8,A,0.559,84.8,A,0.839,355.6,A,0,0,A,0.495,168.9,A,0,0,A,0.143,320.1,A,0.306,318.1,A,0,0,A,0.174,193.3,A,0,0,A,0.249,170.9,A,0.171,334.5,A,0,0,A,0.155,247.7,A,0,0,A,0.066,170.9,A,0.052,334.5,A,0,0,A,0.01,247.7,A,0,0,A,0.334,334.2,A,0.198,243.5,A,0.31,99.6,A,0.39,13.2,A,0.32,A,0,A,595.754,A,0,A,A,0,0,OK,0,A
394926,2023/11/23,05:37:16,101,175/65R14           ,47062526,A,27.998,17.4,A,3.07,234.7,A,31.068,A,25.624,13.2,A,30.497,20.9,A,0.656,305.9,A,0.572,0.1,A,0,0,A,0.603,171.5,A,0,0,A,0.402,290.5,A,0.081,1.3,A,0,0,A,0.101,99.9,A,0,0,A,0.016,73.4,A,0.124,47.1,A,0,0,A,0.048,345.7,A,0,0,A,0.038,73.4,A,0.047,47.1,A,0,0,A,0.067,345.7,A,0,0,A,0.572,357.9,A,0.399,358.9,A,0.417,351.1,A,0.376,100.7,A,0.322,A,0,A,596.091,A,0,A,A,0,0,OK,0,A
394927,2023/11/23,05:37:41,101,175/65R14           ,47062508,A,32.647,343.6,A,27.919,320.8,A,60.566,A,59.384,333.1,A,12.812,41,A,0.58,198,A,0.637,355.7,A,0,0,A,0.567,24.2,A,0,0,A,0.298,284.8,A,0.392,336.7,A,0,0,A,0.359,56.8,A,0,0,A,0.186,65,A,0.192,273.3,A,0,0,A,0.091,354.5,A,0,0,A,0.037,65,A,0.043,273.3,A,0,0,A,0.082,356.2,A,0,0,A,0.29,72.1,A,0.22,356.7,A,0.396,347.2,A,0.315,223.5,A,0.267,A,0,A,595.818,A,0,A,A,0,0,OK,0,A
394928,2023/11/23,05:38:12,101,175/65R14           ,47062633,A,16.788,355,A,4.461,349.7,A,21.249,A,21.234,353.9,A,12.352,356.9,A,0.714,1.6,A,0.448,1.3,A,0,0,A,0.569,174.9,A,0,0,A,0.462,332.8,A,0.088,90.5,A,0,0,A,0.101,57.3,A,0,0,A,0.041,101.4,A,0.08,42.5,A,0,0,A,0.189,306.7,A,0,0,A,0.054,101.4,A,0.067,42.5,A,0,0,A,0.027,305.2,A,0,0,A,0.431,2.3,A,0.292,20.1,A,0.194,93.7,A,0.259,103.2,A,0.385,A,0,A,596.153,A,0,A,A,0,0,OK,0,A
394929,2023/11/23,05:38:42,101,175/65R14           ,47062647,A,41.894,51.5,A,13.291,185,A,55.185,A,34.14,67.9,A,51.942,40.8,A,0.587,23.6,A,0.74,134,A,0,0,A,0.641,112.9,A,0,0,A,0.229,340.8,A,0.474,184.6,A,0,0,A,0.343,128.1,A,0,0,A,0.122,27.5,A,0.127,254.7,A,0,0,A,0.095,214,A,0,0,A,0.098,27.5,A,0.079,254.7,A,0,0,A,0.035,214,A,0,0,A,0.559,355.3,A,0.359,328,A,0.577,310,A,0.359,330.7,A,0.235,A,0,A,596.276,A,0,A,A,0,0,OK,0,A
394930,2023/11/23,05:39:11,101,175/65R14           ,47062158,A,11.065,273.7,A,16.693,263.2,A,27.758,A,27.645,267.4,A,6.157,64,A,0.315,280.3,A,0.557,233,A,0,0,A,0.626,114.4,A,0,0,A,0.081,239.1,A,0.216,242.2,A,0,0,A,0.431,149.9,A,0,0,A,0.039,166.2,A,0.14,355.4,A,0,0,A,0.187,270.8,A,0,0,A,0.038,166.2,A,0.045,355.4,A,0,0,A,0.028,270.8,A,0,0,A,0.547,354.6,A,0.695,354.6,A,0.368,349.2,A,0.311,86.4,A,0.319,A,0,A,595.898,A,0,A,A,0,0,OK,0,A
394931,2023/11/23,05:39:39,101,175/65R14           ,47062645,A,16.986,1.8,A,8.62,151.2,A,25.606,A,10.527,26.4,A,24.796,351.6,A,0.773,356.8,A,0.596,355.5,A,0,0,A,0.722,111.4,A,0,0,A,0.38,337,A,0.058,265.3,A,0,0,A,0.382,95.4,A,0,0,A,0.042,29.2,A,0.092,81.7,A,0,0,A,0.191,222.9,A,0,0,A,0.034,29.2,A,0.066,81.7,A,0,0,A,0.02,222.9,A,0,0,A,0.384,228.1,A,0.378,354.2,A,0.301,200.8,A,0.331,313.6,A,0.338,A,0,A,596.191,A,0,A,A,0,0,OK,0,A
394932,2023/11/23,05:40:05,101,175/65R14           ,47062192,A,26.102,36.3,A,18.836,333.1,A,44.939,A,38.46,10.4,A,24.353,80,A,0.441,31.6,A,0.619,330.2,A,0,0,A,0.62,107.6,A,0,0,A,0.212,31,A,0.271,299.7,A,0,0,A,0.336,84.4,A,0,0,A,0.127,38.8,A,0.064,269.9,A,0,0,A,0.069,125.7,A,0,0,A,0.038,38.8,A,0.042,269.9,A,0,0,A,0.059,125.7,A,0,0,A,0.481,352.6,A,0.37,355.2,A,0.299,93.9,A,0.328,345.7,A,0.355,A,0,A,596.077,A,0,A,A,0,0,OK,0,A
394933,2023/11/23,05:40:36,101,175/65R14           ,47062193,A,14.908,241.1,A,45.645,285.8,A,60.553,A,57.203,275.3,A,36.597,122.5,A,0.519,87.3,A,0.989,308,A,0,0,A,0.572,118.5,A,0,0,A,0.062,325.4,A,0.724,317.5,A,0,0,A,0.251,86,A,0,0,A,0.18,127,A,0.041,3,A,0,0,A,0.159,318.5,A,0,0,A,0.017,127,A,0.091,3,A,0,0,A,0.084,318.5,A,0,0,A,0.466,201.4,A,0.314,201.7,A,0.357,101.3,A,0.384,99.9,A,0.333,A,0,A,596.05,A,0,A,A,0,0,OK,0,A
394934,2023/11/23,05:41:44,101,175/65R14           ,47062336,E,71.564,93.4,E,49.214,286.9,A,120.778,A,26.326,67.6,A,119.974,98.9,A,0.871,200.2,A,1.12,321.7,A,0,0,A,1.005,171.5,A,0,0,A,0.27,219.8,A,0.829,298.5,A,0,0,A,0.41,132.8,A,0,0,A,0.165,23.1,A,0.151,324.8,A,0,0,A,0.377,209.1,A,0,0,A,0.033,23.1,A,0.037,324.8,A,0,0,A,0.054,209.1,A,0,0,A,0.397,195.1,A,0.423,359.8,A,0.213,87,A,0.368,232,A,0.583,A,0,A,596.227,A,0,A,A,0,0,OK,0,A
394935,2023/11/23,05:42:08,101,175/65R14           ,47062652,A,46.578,25.6,A,17.316,360,A,63.894,A,62.636,18.7,A,31.866,39.2,A,0.656,353.6,A,0.525,264.4,A,0,0,A,0.588,108.4,A,0,0,A,0.329,341.3,A,0.264,270.1,A,0,0,A,0.188,31.9,A,0,0,A,0.075,12,A,0.09,145.6,A,0,0,A,0.217,211.4,A,0,0,A,0.102,12,A,0.055,145.6,A,0,0,A,0.009,210.8,A,0,0,A,0.486,355.6,A,0.563,354.6,A,0.422,6.5,A,0.432,4.1,A,0.327,A,0,A,596.507,A,0,A,A,0,0,OK,0,A
394936,2023/11/23,05:42:33,101,175/65R14           ,47062649,A,14.157,340.5,A,25.433,324.4,A,39.59,A,39.234,330.1,A,12.458,126.1,A,0.795,316.2,A,0.631,357.6,A,0,0,A,0.713,171.3,A,0,0,A,0.52,297.6,A,0.212,335,A,0,0,A,0.364,143.3,A,0,0,A,0.181,182.9,A,0.173,34.6,A,0,0,A,0.094,321.9,A,0,0,A,0.056,182.9,A,0.008,34.6,A,0,0,A,0.046,321.9,A,0,0,A,0.376,64.2,A,0.299,105.4,A,0.284,157.6,A,0.275,98.9,A,0.312,A,0,A,596.22,A,0,A,A,0,0,OK,0,A
394937,2023/11/23,05:42:58,101,175/65R14           ,47062648,A,32.851,51.2,A,14.908,315.5,A,47.758,A,34.702,25.9,A,37.398,74.6,A,0.692,302.7,A,0.518,353.2,A,0,0,A,0.729,165.8,A,0,0,A,0.249,327.7,A,0.272,291.8,A,0,0,A,0.229,108.7,A,0,0,A,0.251,122.3,A,0.008,102.1,A,0,0,A,0.246,279.1,A,0,0,A,0.05,122.3,A,0.052,102.1,A,0,0,A,0.013,278.4,A,0,0,A,0.404,197.1,A,0.543,83.5,A,0.389,95.4,A,0.624,86.1,A,0.535,A,0,A,596.15,A,0,A,A,0,0,OK,0,A
394938,2023/11/23,05:43:26,101,175/65R14           ,47062337,A,46.86,83.6,A,15.344,162.7,A,62.204,A,51.988,100.4,A,46.474,64.7,A,0.655,86.7,A,0.428,143.2,A,0,0,A,0.787,111.8,A,0,0,A,0.336,35.2,A,0.216,198.5,A,0,0,A,0.649,131.7,A,0,0,A,0.075,117.2,A,0.054,16.6,A,0,0,A,0.057,290.8,A,0,0,A,0.031,117.2,A,0.065,16.6,A,0,0,A,0.049,289.7,A,0,0,A,0.313,356.1,A,0.283,358.7,A,0.296,7.2,A,0.305,7.3,A,0.211,A,0,A,596.097,A,0,A,A,0,0,OK,0,A
394939,2023/11/23,05:43:56,101,175/65R14           ,47062334,A,7.632,138.9,A,14.726,251.4,A,22.358,A,13.755,220.6,A,19,93.2,A,0.487,50.1,A,0.593,303.2,A,0,0,A,0.486,169.1,A,0,0,A,0.319,11,A,0.376,282.1,A,0,0,A,0.196,151.1,A,0,0,A,0.012,286.4,A,0.048,294.5,A,0,0,A,0.152,224.7,A,0,0,A,0.057,286.4,A,0.015,294.5,A,0,0,A,0.067,224.7,A,0,0,A,0.289,357.5,A,0.28,359,A,0.28,83.2,A,0.374,350.9,A,0.316,A,0,A,595.509,A,0,A,A,0,0,OK,0,A
394940,2023/11/23,05:44:26,101,175/65R14           ,47062634,A,17.492,354.8,A,25.372,293.5,A,42.864,A,37.092,317.9,A,22.882,71.4,A,0.459,4.1,A,0.476,147.6,A,0,0,A,0.589,117.9,A,0,0,A,0.172,341,A,0.239,214.5,A,0,0,A,0.229,122.8,A,0,0,A,0.047,303.5,A,0.171,308.6,A,0,0,A,0.173,334.7,A,0,0,A,0.011,303.5,A,0.004,308.6,A,0,0,A,0.024,334.9,A,0,0,A,0.435,3.2,A,0.21,3,A,0.514,351.2,A,0.251,353.3,A,0.376,A,0,A,596.089,A,0,A,A,0,0,OK,0,A
394941,2023/11/23,05:44:55,101,175/65R14           ,47062195,A,24.124,93.4,A,3.177,197.4,A,27.301,A,23.56,100.9,A,25.081,86.3,A,0.691,227.9,A,0.517,123.3,A,0,0,A,0.634,172,A,0,0,A,0.389,241.8,A,0.064,51.4,A,0,0,A,0.32,150.3,A,0,0,A,0.086,189.4,A,0.136,250.4,A,0,0,A,0.199,331.5,A,0,0,A,0.015,189.4,A,0.047,250.4,A,0,0,A,0.008,332.2,A,0,0,A,0.294,341.7,A,0.312,97.7,A,0.26,86.4,A,0.268,98.3,A,0.335,A,0,A,596.111,A,0,A,A,0,0,OK,0,A
394942,2023/11/23,05:45:23,101,175/65R14           ,47062157,A,12.557,235.9,A,14.833,234.3,A,27.39,A,27.387,235,A,2.309,45.5,A,0.496,5.1,A,0.569,117.3,A,0,0,A,0.496,110.7,A,0,0,A,0.242,324.9,A,0.173,106.9,A,0,0,A,0.188,143.5,A,0,0,A,0.163,100.9,A,0.076,264.2,A,0,0,A,0.121,274.6,A,0,0,A,0.075,100.9,A,0.084,264.2,A,0,0,A,0.009,274.7,A,0,0,A,0.287,259.7,A,0.668,356,A,0.315,192,A,0.285,286.6,A,0.292,A,0,A,595.741,A,0,A,A,0,0,OK,0,A
394943,2023/11/23,05:45:50,101,175/65R14           ,47062152,A,25.633,18.4,A,3.364,354.7,A,28.997,A,28.745,15.7,A,22.593,21.8,A,0.734,357.3,A,0.702,163.4,A,0,0,A,0.569,110.7,A,0,0,A,0.424,345.5,A,0.268,116.5,A,0,0,A,0.271,87.2,A,0,0,A,0.114,49,A,0.087,349.5,A,0,0,A,0.061,197.9,A,0,0,A,0.039,49,A,0.059,349.5,A,0,0,A,0.045,197.9,A,0,0,A,0.347,357.5,A,0.264,355.8,A,0.3,336.2,A,0.215,224.6,A,0.257,A,0,A,595.821,A,0,A,A,0,0,OK,0,A
394944,2023/11/23,05:46:19,101,175/65R14           ,47062329,A,19.28,79,A,22.802,262.5,A,42.083,A,3.749,280.9,A,42.063,80.9,A,0.395,303,A,0.541,301.3,A,0,0,A,0.639,172,A,0,0,A,0.03,256,A,0.188,285.3,A,0,0,A,0.276,128.2,A,0,0,A,0.083,160.4,A,0.052,4.3,A,0,0,A,0.052,308.2,A,0,0,A,0.04,160.4,A,0.062,4.3,A,0,0,A,0.025,307.5,A,0,0,A,0.295,341.4,A,0.297,236.8,A,0.389,334.2,A,0.209,263.8,A,0.368,A,0,A,596.024,A,0,A,A,0,0,OK,0,A
394945,2023/11/23,05:46:46,101,175/65R14           ,47062333,A,7.031,51.5,A,24.379,281.8,A,31.41,A,20.609,297,A,29.374,91.2,A,0.393,314.6,A,0.702,243.4,A,0,0,A,0.446,196.1,A,0,0,A,0.19,345.1,A,0.456,264.3,A,0,0,A,0.182,284.8,A,0,0,A,0.079,154.3,A,0.18,26.8,A,0,0,A,0.197,48.9,A,0,0,A,0.024,154.3,A,0.031,26.8,A,0,0,A,0.061,50.4,A,0,0,A,0.316,97.5,A,0.286,98.6,A,0.274,102,A,0.226,305.9,A,0.208,A,0,A,595.352,A,0,A,A,0,0,OK,0,A
394946,2023/11/23,05:47:14,101,175/65R14           ,47062644,A,10.937,353,A,4.855,265.1,A,15.792,A,12.129,329.4,A,11.802,17.2,A,0.896,357.6,A,0.897,181,A,0,0,A,0.772,166,A,0,0,A,0.596,345.1,A,0.539,128.6,A,0,0,A,0.356,110.8,A,0,0,A,0.127,45.2,A,0.189,321.4,A,0,0,A,0.376,282.5,A,0,0,A,0.107,45.2,A,0.11,321.4,A,0,0,A,0.033,282.5,A,0,0,A,0.543,219.2,A,0.224,218.8,A,0.502,96.1,A,0.228,283.3,A,0.539,A,0,A,596.172,A,0,A,A,0,0,OK,0,A
394947,2023/11/23,05:47:44,101,175/65R14           ,47062417,A,10.169,325.3,A,21.427,277.9,A,31.596,A,29.276,292.7,A,16.369,70.6,A,0.381,357.5,A,0.563,171,A,0,0,A,0.509,171.4,A,0,0,A,0.066,308,A,0.24,135.8,A,0,0,A,0.197,116.8,A,0,0,A,0.043,40.2,A,0.152,91.1,A,0,0,A,0.048,115.1,A,0,0,A,0.044,40.2,A,0.016,91.1,A,0,0,A,0.062,115.1,A,0,0,A,0.485,275.9,A,0.313,97,A,0.484,8.6,A,0.207,343.7,A,0.249,A,0,A,596.036,A,0,A,A,0,0,OK,0,A
394948,2023/11/23,05:48:10,101,175/65R14           ,47062327,A,9.106,97.5,A,5.143,166,A,14.249,A,11.989,121,A,8.661,63.9,A,0.395,337.7,A,0.655,353.1,A,0,0,A,0.663,108.2,A,0,0,A,0.157,293,A,0.29,282.3,A,0,0,A,0.324,131,A,0,0,A,0.087,333.2,A,0.121,224.1,A,0,0,A,0.086,141.9,A,0,0,A,0.04,333.2,A,0.047,224.1,A,0,0,A,0.081,141.9,A,0,0,A,0.48,353.8,A,0.434,353.7,A,0.318,192.2,A,0.145,37.1,A,0.284,A,0,A,595.866,A,0,A,A,0,0,OK,0,A
394949,2023/11/23,05:49:17,101,175/65R14           ,47062336,E,71.334,54.5,E,49.176,250.2,A,120.509,A,27.421,25.5,A,119.422,60.9,A,0.827,162.6,A,1.041,284.3,A,0,0,A,0.991,82.5,A,0,0,A,0.226,186.9,A,0.858,263.1,A,0,0,A,0.448,100.4,A,0,0,A,0.175,292.6,A,0.122,256.4,A,0,0,A,0.337,134.6,A,0,0,A,0.024,292.6,A,0.036,256.4,A,0,0,A,0.063,134.6,A,0,0,A,0.416,157.9,A,0.431,323,A,0.309,200.5,A,0.363,195.2,A,0.587,A,0,A,596.214,A,0,A,A,0,0,OK,0,A
394950,2023/11/23,05:49:41,101,175/65R14           ,47062411,A,13.651,245.1,A,22.401,221.6,A,36.052,A,35.344,230.5,A,11.274,12.8,A,0.71,356.7,A,0.572,148.8,A,0,0,A,0.626,165.8,A,0,0,A,0.357,333.5,A,0.162,165.5,A,0,0,A,0.255,153.3,A,0,0,A,0.182,85,A,0.147,260.9,A,0,0,A,0.124,79.8,A,0,0,A,0.04,85,A,0.067,260.9,A,0,0,A,0.077,79.5,A,0,0,A,0.519,112,A,0.337,113.1,A,0.34,146.4,A,0.212,118.5,A,0.277,A,0,A,595.97,A,0,A,A,0,0,OK,0,A
394951,2023/11/23,05:50:07,101,175/65R14           ,47062427,A,43.629,350.7,A,3.376,285.1,A,47.005,A,45.126,346.8,A,42.348,354.9,A,0.619,262.8,A,0.577,217.4,A,0,0,A,0.742,168.1,A,0,0,A,0.283,296.5,A,0.206,199.5,A,0,0,A,0.632,117.9,A,0,0,A,0.213,178.8,A,0.176,11.3,A,0,0,A,0.165,190,A,0,0,A,0.093,178.8,A,0.06,11.3,A,0,0,A,0.013,190,A,0,0,A,0.269,255.2,A,0.209,257.9,A,0.273,324.1,A,0.276,118.4,A,0.302,A,0,A,595.983,A,0,A,A,0,0,OK,0,A
394952,2023/11/23,05:50:35,101,175/65R14           ,47062513,A,33.921,51.1,A,9.929,111.4,A,43.85,A,39.786,63.7,A,30.258,34.6,A,0.628,277.9,A,0.537,330.6,A,0,0,A,0.676,87.2,A,0,0,A,0.373,262.8,A,0.265,27.8,A,0,0,A,0.423,78.7,A,0,0,A,0.097,107.5,A,0.104,17.5,A,0,0,A,0.131,183.4,A,0,0,A,0.066,107.5,A,0.05,17.5,A,0,0,A,0.02,183.4,A,0,0,A,0.345,331.3,A,0.376,336.8,A,0.355,72.5,A,0.569,333.1,A,0.276,A,0,A,595.822,A,0,A,A,0,0,OK,0,A
394953,2023/11/23,05:51:04,101,175/65R14           ,47062210,A,20.519,341.9,A,23.375,295.6,A,43.894,A,40.371,317.1,A,17.465,57.4,A,0.671,326.1,A,0.763,254.9,A,0,0,A,0.801,109.2,A,0,0,A,0.378,285.5,A,0.339,261.6,A,0,0,A,0.39,65.3,A,0,0,A,0.074,68.2,A,0.238,283.5,A,0,0,A,0.141,246.6,A,0,0,A,0.029,68.2,A,0.059,283.5,A,0,0,A,0.035,245.3,A,0,0,A,0.445,359.7,A,0.299,252.3,A,0.299,225.4,A,0.202,67.4,A,0.371,A,0,A,596.197,A,0,A,A,0,0,OK,0,A
394954,2023/11/23,05:51:32,101,175/65R14           ,47062151,A,27.212,100.5,A,18.298,147.6,A,45.511,A,41.869,119.2,A,19.942,58.3,A,0.479,107.1,A,0.577,264.8,A,0,0,A,0.502,115.7,A,0,0,A,0.193,149.5,A,0.296,229.6,A,0,0,A,0.234,140.3,A,0,0,A,0.101,293.8,A,0.016,114.2,A,0,0,A,0.119,273.5,A,0,0,A,0.072,293.8,A,0.028,114.2,A,0,0,A,0.057,273.5,A,0,0,A,0.731,358.1,A,0.651,358.2,A,0.25,334,A,0.188,314.5,A,0.241,A,0,A,595.759,A,0,A,A,0,0,OK,0,A
394955,2023/11/23,05:51:59,101,175/65R14           ,47062148,A,6.974,42.2,A,24.839,291.3,A,31.813,A,23.28,307.6,A,28.094,97.9,A,0.707,85.5,A,0.668,1.1,A,0,0,A,0.627,116.1,A,0,0,A,0.338,60,A,0.124,313.2,A,0,0,A,0.431,134.5,A,0,0,A,0.123,276.3,A,0.146,19.7,A,0,0,A,0.033,97,A,0,0,A,0.055,276.3,A,0.029,19.7,A,0,0,A,0.018,96.1,A,0,0,A,0.341,329,A,0.267,260.3,A,0.252,351.2,A,0.199,98.4,A,0.168,A,0,A,595.949,A,0,A,A,0,0,OK,0,A
