 No. , date , time , model , code , Barcode ,Total Rank  ,Upper amount (g), angle (deg), rank ,Lower amount (g), angle (deg), rank ,UP+LO amount (g), rank ,Static amount (g), angle (deg), rank ,Couple amount (g), angle (deg), rank ,LRO-T OA amount (mm), angle (deg), rank ,LRO-B OA amount (mm), angle (deg), rank ,RRO1 OA amount (mm), angle (deg), rank ,RRO2 OA amount (mm), angle (deg), rank ,RRO3 OA amount (mm), angle (deg), rank ,LRO-T 1st amount (mm), angle (deg), rank ,LRO-B 1st amount (mm), angle (deg), rank ,RRO1 1st amount (mm), angle (deg), rank ,RRO2 1st amount (mm), angle (deg), rank ,RRO3 1st amount (mm), angle (deg), rank ,LRO-T 2nd amount (mm), angle (deg), rank ,LRO-B 2nd amount (mm), angle (deg), rank ,RRO1 2nd amount (mm), angle (deg), rank ,RRO2 2nd amount (mm), angle (deg), rank ,RRO3 2nd amount (mm), angle (deg), rank ,LRO-T Nth amount (mm), angle (deg), rank ,LRO-B Nth amount (mm), angle (deg), rank ,RRO1 Nth amount (mm), angle (deg), rank ,RRO2 Nth amount (mm), angle (deg), rank ,RRO3 Nth amount (mm), angle (deg), rank ,LRO-T Bulge amount (mm), angle (deg), rank ,LRO-B Bulge amount (mm), angle (deg), rank ,LRO-T Dent amount (mm), angle (deg), rank ,LRO-B Dent amount (mm), angle (deg), rank ,Circuly value (mm), rank ,OuterDiameter1 value (mm), rank ,OuterDiameter2 value (mm), rank ,OuterDiameter3 value (mm), rank ,RO TOTAL  ,Meas.Pressure value (Kg/f),Weight value (Kg), rank ,Width value (mm), rank 
394461,2023/11/23,01:24:01,15,175/70R13           ,175685,A,16.276,285.6,A,15.397,269.4,A,31.672,A,31.354,277.7,A,4.566,356.5,A,1.598,103.2,E,1.84,206.5,A,0,0,A,0.561,245.6,A,0,0,A,1.144,57.7,A,1.229,237.9,A,0,0,A,0.055,288.8,A,0,0,A,0.283,286.3,A,0.396,30,A,0,0,A,0.145,215.9,A,0,0,A,0.009,286.3,A,0.115,30,A,0,0,A,0.085,214.3,A,0,0,A,0.491,103,A,0.44,359.8,A,0.469,94.8,A,0.51,95.1,A,0.311,A,0,A,597.241,A,0,A,E,0,0,OK,0,A
394462,2023/11/23,01:24:28,15,175/70R13           ,172700,A,39.39,79.2,A,30.072,18.4,A,69.462,A,60.098,53.3,A,36.055,125.9,A,0.95,252.7,A,1.138,339.9,A,0,0,A,0.331,57.5,A,0,0,A,0.541,228.8,A,0.913,339.8,A,0,0,A,0.228,93.3,A,0,0,A,0.35,213.4,A,0.172,91.8,A,0,0,A,0.074,96.2,A,0,0,A,0.058,213.4,A,0.006,91.8,A,0,0,A,0.027,96.2,A,0,0,A,0.283,0.5,A,0.477,100.7,A,0.324,92.2,A,0.451,207.2,A,0.124,A,0,A,590.014,A,0,A,A,0,0,OK,0,A
394463,2023/11/23,01:24:54,15,175/70R13           ,174954,A,21.38,122.5,A,11.233,356.3,A,32.613,A,17.306,91,A,29.446,140.5,A,0.978,286.2,A,0.744,321.3,A,0,0,A,0.578,111.4,A,0,0,A,0.586,244.6,A,0.221,356.6,A,0,0,A,0.316,105.8,A,0,0,A,0.422,190.5,A,0.279,311.1,A,0,0,A,0.097,251.7,A,0,0,A,0.045,190.5,A,0.023,311.1,A,0,0,A,0.008,251.7,A,0,0,A,0.434,99.3,A,0.384,85.2,A,0.515,91.8,A,0.805,92.3,A,0.183,A,0,A,597.298,A,0,A,A,0,0,OK,0,A
394464,2023/11/23,01:25:23,15,175/70R13           ,175282,A,22.854,329.7,A,6.453,268.9,A,29.307,A,26.606,317.5,A,20.495,345.7,A,0.868,297.3,A,0.407,59.6,A,0,0,A,0.413,337.8,A,0,0,A,0.58,300.3,A,0.01,162.9,A,0,0,A,0.152,39.5,A,0,0,A,0.079,27.3,A,0.05,141.4,A,0,0,A,0.106,311.5,A,0,0,A,0.04,27.3,A,0.076,141.4,A,0,0,A,0.064,311.1,A,0,0,A,0.29,260.9,A,0.197,96.7,A,0.332,252.9,A,0.566,86.7,A,0.237,A,0,A,597.359,A,0,A,A,0,0,OK,0,A
394465,2023/11/23,01:25:52,15,175/70R13           ,175617,A,39.967,62.6,A,7.949,41.1,A,47.916,A,47.452,59.1,A,32.703,67.7,A,0.575,54.7,A,0.954,210.5,A,0,0,A,0.662,175.6,A,0,0,A,0.218,18.2,A,0.579,213,A,0,0,A,0.434,137.1,A,0,0,A,0.146,74.3,A,0.179,353.8,A,0,0,A,0.032,281.4,A,0,0,A,0.073,74.3,A,0.089,353.8,A,0,0,A,0.069,282.7,A,0,0,A,0.393,104,A,0.469,2.2,A,0.46,98.1,A,0.387,228.5,A,0.244,A,0,A,597.352,A,0,A,A,0,0,OK,0,A
394466,2023/11/23,01:26:19,15,175/70R13           ,174833,A,9.587,38.5,A,16.801,292.7,A,26.388,A,16.932,325.7,A,21.487,87.3,A,0.541,273.5,A,0.936,208.5,A,0,0,A,0.549,108.7,A,0,0,A,0.202,279.1,A,0.47,244.2,A,0,0,A,0.279,94.8,A,0,0,A,0.22,149.9,A,0.207,6.9,A,0,0,A,0.009,197.9,A,0,0,A,0.109,149.9,A,0.044,6.9,A,0,0,A,0.087,197.9,A,0,0,A,0.489,98.1,A,0.621,357.7,A,0.376,85.3,A,0.681,91.3,A,0.3,A,0,A,596.849,A,0,A,A,0,0,OK,0,A
394467,2023/11/23,01:26:48,15,175/70R13           ,175613,A,26.103,353.8,A,19.24,26.9,A,45.343,A,43.507,7.8,A,14.497,307.3,A,0.733,316.1,A,1.045,12,A,0,0,A,0.692,111.7,A,0,0,A,0.286,323.5,A,0.418,71.2,A,0,0,A,0.333,66,A,0,0,A,0.172,266.7,A,0.145,318.3,A,0,0,A,0.166,235.2,A,0,0,A,0.042,266.7,A,0.063,318.3,A,0,0,A,0.067,235.2,A,0,0,A,0.389,341.3,A,0.496,1.8,A,0.474,331.9,A,0.331,6.1,A,0.303,A,0,A,597.253,A,0,A,A,0,0,OK,0,A
394468,2023/11/23,01:27:16,15,175/70R13           ,175098,A,13.234,304.5,A,21.063,19.9,A,34.297,A,27.556,352.2,A,21.869,235.8,A,1.015,228.3,A,1.062,93.4,A,0,0,A,0.487,113.6,A,0,0,A,0.485,262,A,0.343,186.2,A,0,0,A,0.07,72.6,A,0,0,A,0.16,65,A,0.192,204.9,A,0,0,A,0.1,258.9,A,0,0,A,0.022,65,A,0.011,204.9,A,0,0,A,0.042,257.8,A,0,0,A,0.29,3.3,A,0.847,92.6,A,0.498,207.8,A,0.78,83.2,A,0.225,A,0,A,597.141,A,0,A,A,0,0,OK,0,A
394469,2023/11/23,01:27:46,15,175/70R13           ,175096,A,29.483,115.7,A,10.402,5.9,A,39.884,A,27.73,95.1,A,34.437,132.2,A,0.596,44.8,A,1.111,254.5,A,0,0,A,0.472,340.4,A,0,0,A,0.16,76.4,A,0.556,273.3,A,0,0,A,0.229,26.9,A,0,0,A,0.125,102.6,A,0.132,82.4,A,0,0,A,0.044,315.4,A,0,0,A,0.078,102.6,A,0.126,82.4,A,0,0,A,0.036,320.4,A,0,0,A,0.263,42.6,A,0.344,227.5,A,0.471,201.3,A,0.363,92.3,A,0.206,A,0,A,597.402,A,0,A,A,0,0,OK,0,A
394470,2023/11/23,01:28:15,15,175/70R13           ,175675,A,37.734,334.9,A,33.219,322.7,A,70.953,A,70.552,329.2,A,8.777,28,A,0.935,229.1,A,0.917,256.6,A,0,0,A,0.65,240.9,A,0,0,A,0.412,170.8,A,0.571,311.1,A,0,0,A,0.224,38.3,A,0,0,A,0.387,90,A,0.337,201.7,A,0,0,A,0.069,263.1,A,0,0,A,0.011,90,A,0.105,201.7,A,0,0,A,0.088,263.1,A,0,0,A,0.494,220.3,A,0.583,100.6,A,0.647,243.4,A,0.645,92.1,A,0.381,A,0,A,597.21,A,0,A,A,0,0,OK,0,A
394471,2023/11/23,01:28:52,15,175/70R13           ,175283,A,32.744,150,A,14.39,137.1,A,47.134,A,46.882,146.1,A,18.99,159.7,A,0.687,287,A,1.03,262,A,0,0,A,0.809,109.2,A,0,0,A,0.157,299.8,A,0.329,241.3,A,0,0,A,0.237,162.3,A,0,0,A,0.346,212.7,A,0.279,49,A,0,0,A,0.432,276.3,A,0,0,A,0.008,212.7,A,0.149,49,A,0,0,A,0.054,276.3,A,0,0,A,0.311,35.6,A,0.531,0.9,A,0.381,8.3,A,0.592,96.6,A,0.463,A,0,A,597.739,A,0,A,A,0,0,OK,0,A
394472,2023/11/23,01:29:21,15,175/70R13           ,173565,A,11.1,276.8,A,16.93,298.6,A,28.031,A,27.546,290,A,7.805,150.5,A,0.629,102.7,A,0.671,19.8,A,0,0,A,0.538,241.3,A,0,0,A,0.199,147.4,A,0.086,214.5,A,0,0,A,0.152,276.5,A,0,0,A,0.206,291.4,A,0.302,339.3,A,0,0,A,0.104,212.4,A,0,0,A,0.034,291.4,A,0.119,339.3,A,0,0,A,0.109,212.4,A,0,0,A,0.381,0,A,0.383,359.5,A,0.51,92.6,A,0.338,353.1,A,0.277,A,0,A,597.351,A,0,A,A,0,0,OK,0,A
394473,2023/11/23,01:29:51,15,175/70R13           ,174928,A,25.019,275.9,A,23.084,351.4,A,48.103,A,38.059,311.9,A,29.482,226.6,A,0.768,209.4,A,0.591,253.5,A,0,0,A,0.473,241.2,A,0,0,A,0.492,173.8,A,0.164,248.3,A,0,0,A,0.132,221.8,A,0,0,A,0.033,29.4,A,0.132,83.6,A,0,0,A,0.092,292.1,A,0,0,A,0.058,29.4,A,0.07,83.6,A,0,0,A,0.036,291.9,A,0,0,A,0.448,98.5,A,0.571,100.3,A,0.361,93.9,A,0.779,93,A,0.305,A,0,A,597.148,A,0,A,A,0,0,OK,0,A
394474,2023/11/23,01:30:20,15,175/70R13           ,173564,A,36.436,300.5,A,37.104,271.8,A,73.539,A,71.238,286,A,18.265,18.2,A,1.315,314.6,A,0.963,165.2,A,0,0,A,0.767,240.8,A,0,0,A,0.964,317.2,A,0.666,151.3,A,0,0,A,0.169,274,A,0,0,A,0.314,169.8,A,0.373,356.5,A,0,0,A,0.169,135.5,A,0,0,A,0.057,169.8,A,0.036,356.5,A,0,0,A,0.091,135.9,A,0,0,A,0.316,78.8,A,0.29,319.8,A,0.405,91.5,A,0.259,111.3,A,0.413,A,0,A,597.425,A,0,A,A,0,0,OK,0,A
394475,2023/11/23,01:30:52,15,175/70R13           ,174856,A,39.708,102.8,A,11.912,37.7,A,51.62,A,46.006,89.2,A,36.34,120.1,A,0.824,77.6,A,1.308,223.2,A,0,0,A,0.583,239.5,A,0,0,A,0.432,56.3,A,0.833,267.4,A,0,0,A,0.124,42.1,A,0,0,A,0.205,246.3,A,0.365,29.2,A,0,0,A,0.103,133.3,A,0,0,A,0.103,246.3,A,0.095,29.2,A,0,0,A,0.022,133.3,A,0,0,A,0.344,359.6,A,0.734,358,A,0.316,354.6,A,0.595,92.7,A,0.3,A,0,A,596.94,A,0,A,A,0,0,OK,0,A
394476,2023/11/23,01:31:22,15,175/70R13           ,174855,A,31.194,131,A,18.646,59,A,49.84,A,40.996,105.4,A,30.997,165.9,A,1.158,322.2,A,1.285,17.6,A,0,0,A,0.458,245,A,0,0,A,0.491,288.7,A,0.181,262.6,A,0,0,A,0.166,173,A,0,0,A,0.187,14.9,A,0.432,15.6,A,0,0,A,0.101,173.8,A,0,0,A,0.063,14.9,A,0.043,15.6,A,0,0,A,0.05,173.8,A,0,0,A,0.487,197.4,A,0.826,2.5,A,0.428,203.4,A,0.691,96.2,A,0.276,A,0,A,596.794,A,0,A,A,0,0,OK,0,A
394477,2023/11/23,01:31:52,15,175/70R13           ,175030,A,21.783,287.6,A,14.929,314.4,A,36.712,A,35.746,298.5,A,10.815,249.1,A,1.09,223.3,A,0.691,321.2,A,0,0,A,0.476,239.2,A,0,0,A,0.732,232.2,A,0.362,336.9,A,0,0,A,0.107,209.7,A,0,0,A,0.271,212.1,A,0.213,289,A,0,0,A,0.071,297.9,A,0,0,A,0.073,212.1,A,0.015,289,A,0,0,A,0.063,297.9,A,0,0,A,0.455,100.8,A,0.382,100.3,A,0.497,94.4,A,0.598,94.7,A,0.263,A,0,A,597.861,A,0,A,A,0,0,OK,0,A
394478,2023/11/23,01:32:21,15,175/70R13           ,174854,A,15.193,183.6,A,6.512,40.7,A,21.704,A,10.737,162.2,A,20.765,194.5,A,1.203,283.4,A,0.76,273.3,A,0,0,A,0.472,108.9,A,0,0,A,0.803,293.2,A,0.282,288.7,A,0,0,A,0.261,94.8,A,0,0,A,0.176,140,A,0.144,32.2,A,0,0,A,0.03,132.7,A,0,0,A,0.091,140,A,0.064,32.2,A,0,0,A,0.058,132.7,A,0,0,A,0.415,226.5,A,0.529,103.6,A,0.382,223.9,A,0.796,94.8,A,0.173,A,0,A,596.922,A,0,A,A,0,0,OK,0,A
394479,2023/11/23,01:32:51,15,175/70R13           ,175031,A,22.257,297.2,A,28.673,279.6,A,50.93,A,50.337,287.3,A,10.059,57.5,A,0.734,56.8,A,0.797,341.2,A,0,0,A,0.926,242.2,A,0,0,A,0.24,68,A,0.283,273.9,A,0,0,A,0.247,279.1,A,0,0,A,0.114,89.2,A,0.229,359.3,A,0,0,A,0.062,262.3,A,0,0,A,0.03,89.2,A,0.06,359.3,A,0,0,A,0.123,262.3,A,0,0,A,0.367,98.9,A,0.404,100.5,A,0.413,93.2,A,0.597,93.1,A,0.538,A,0,A,597.063,A,0,A,A,0,0,OK,0,A
394480,2023/11/23,01:33:18,15,175/70R13           ,174948,A,12.214,193.7,A,14.974,311.4,A,27.189,A,14.265,262.1,A,23.31,159,A,0.832,295.7,A,0.889,329.3,A,0,0,A,0.727,238.4,A,0,0,A,0.23,275.9,A,0.439,328.6,A,0,0,A,0.236,283.7,A,0,0,A,0.255,192.7,A,0.237,22.4,A,0,0,A,0.256,47.6,A,0,0,A,0.036,192.7,A,0.077,22.4,A,0,0,A,0.017,47.5,A,0,0,A,0.448,266.9,A,0.271,314.2,A,0.473,257.6,A,0.805,94,A,0.362,A,0,A,597.71,A,0,A,A,0,0,OK,0,A
394481,2023/11/23,01:33:48,15,175/70R13           ,174837,A,0.186,71.4,A,28.495,272.6,A,28.68,A,28.321,272.8,A,28.668,92.5,A,0.618,110.6,A,0.983,293.3,A,0,0,A,0.609,113.6,A,0,0,A,0.237,222.8,A,0.523,274.7,A,0,0,A,0.363,90.2,A,0,0,A,0.256,172.3,A,0.137,32.8,A,0,0,A,0.08,321.5,A,0,0,A,0.091,172.3,A,0.093,32.8,A,0,0,A,0.021,321.5,A,0,0,A,0.443,100.2,A,0.354,88.5,A,0.456,93.3,A,0.582,93.3,A,0.23,A,0,A,597.173,A,0,A,A,0,0,OK,0,A
394482,2023/11/23,01:34:18,15,175/70R13           ,174969,A,16.257,6.6,A,11.688,28.7,A,27.944,A,27.44,15.8,A,6.987,327.6,A,0.571,66.3,A,1.247,254.4,A,0,0,A,0.435,244.3,A,0,0,A,0.113,87.7,A,0.558,283.8,A,0,0,A,0.16,329.6,A,0,0,A,0.09,343.2,A,0.315,47.8,A,0,0,A,0.084,185.2,A,0,0,A,0.065,343.2,A,0.114,47.8,A,0,0,A,0.018,185.2,A,0,0,A,0.445,359.9,A,0.74,357.5,A,0.354,154.9,A,0.573,94.3,A,0.209,A,0,A,596.897,A,0,A,A,0,0,OK,0,A
394483,2023/11/23,01:34:46,15,175/70R13           ,175284,A,22.946,37.4,A,20.783,52.1,A,43.729,A,43.371,44.4,A,5.989,335.8,A,0.826,277.1,A,0.78,277.7,A,0,0,A,0.547,178.6,A,0,0,A,0.393,282.7,A,0.144,278.7,A,0,0,A,0.16,99.2,A,0,0,A,0.151,150.6,A,0.074,220.8,A,0,0,A,0.227,319.6,A,0,0,A,0.072,150.6,A,0.064,220.8,A,0,0,A,0.051,319.6,A,0,0,A,0.412,255.1,A,0.308,102.6,A,0.497,95.2,A,0.573,252.7,A,0.376,A,0,A,598.036,A,0,A,A,0,0,OK,0,A
394484,2023/11/23,01:35:14,15,175/70R13           ,175562,A,5.882,35.1,A,16.608,241.5,A,22.49,A,11.643,254.6,A,22.03,54.7,A,0.602,234.8,A,0.783,147.7,A,0,0,A,0.621,242.7,A,0,0,A,0.129,312.5,A,0.364,183.4,A,0,0,A,0.306,143.3,A,0,0,A,0.258,172.6,A,0.092,324.5,A,0,0,A,0.127,355.4,A,0,0,A,0.111,172.6,A,0.096,324.5,A,0,0,A,0.065,355.4,A,0,0,A,0.482,257.9,A,0.298,261.6,A,0.506,250.6,A,0.47,99.5,A,0.279,A,0,A,597.435,A,0,A,A,0,0,OK,0,A
394485,2023/11/23,01:35:45,15,175/70R13           ,178455,A,39.093,124.7,A,19.178,119.2,A,58.272,A,58.213,122.9,A,20.086,129.9,A,0.667,338.9,A,0.988,278.1,A,0,0,A,0.78,239.9,A,0,0,A,0.141,320.4,A,0.65,243.6,A,0,0,A,0.448,133.5,A,0,0,A,0.28,262.6,A,0.203,293.7,A,0,0,A,0.089,357.6,A,0,0,A,0.039,262.6,A,0.106,293.7,A,0,0,A,0.098,357.6,A,0,0,A,0.39,101.1,A,0.482,359.6,A,0.422,237.8,A,0.633,92.6,A,0.35,A,0,A,596.284,A,0,A,A,0,0,OK,0,A
394486,2023/11/23,01:36:12,15,175/70R13           ,174862,A,22.435,51,A,11.939,293.1,A,34.374,A,19.876,18.9,A,29.944,71.6,A,0.703,320.4,A,1.291,194.8,A,0,0,A,0.593,242.8,A,0,0,A,0.315,318.5,A,0.46,236.7,A,0,0,A,0.113,191.4,A,0,0,A,0.039,8.4,A,0.502,14.6,A,0,0,A,0.132,110.1,A,0,0,A,0.052,8.4,A,0.06,14.6,A,0,0,A,0.078,110.1,A,0,0,A,0.528,0,A,0.963,358.1,A,0.61,5.3,A,0.619,350.8,A,0.297,A,0,A,597.08,A,0,A,A,0,0,OK,0,A
394487,2023/11/23,01:36:41,15,175/70R13           ,173568,A,29.271,209.2,A,15.16,242.1,A,44.431,A,42.801,220.3,A,18.474,182.7,A,0.723,220.6,A,0.886,170.9,A,0,0,A,0.511,237.9,A,0,0,A,0.225,301.1,A,0.176,146.8,A,0,0,A,0.202,112.2,A,0,0,A,0.105,33.8,A,0.454,15,A,0,0,A,0.137,76.8,A,0,0,A,0.024,33.8,A,0.091,15,A,0,0,A,0.013,77.3,A,0,0,A,0.353,217.9,A,0.493,357.9,A,0.512,205.6,A,0.614,87.1,A,0.367,A,0,A,597.428,A,0,A,A,0,0,OK,0,A
394488,2023/11/23,01:37:11,15,175/70R13           ,174960,A,19.585,72.5,A,5.365,248.8,A,24.95,A,14.236,73.9,A,24.941,71.7,A,0.885,289.8,A,0.897,185.9,A,0,0,A,0.32,96,A,0,0,A,0.243,279.1,A,0.473,234.4,A,0,0,A,0.155,99.3,A,0,0,A,0.565,181.3,A,0.208,350,A,0,0,A,0.023,353.5,A,0,0,A,0.017,181.3,A,0.063,350,A,0,0,A,0.015,353.5,A,0,0,A,0.52,82.4,A,0.614,342.1,A,0.389,76.6,A,0.657,76.9,A,0.125,A,0,A,597.055,A,0,A,A,0,0,OK,0,A
394489,2023/11/23,01:37:39,15,175/70R13           ,174929,A,16.066,287.7,A,15.026,280.7,A,31.092,A,31.033,284.3,A,2.18,345.8,A,0.663,225.1,A,0.644,175.1,A,0,0,A,0.698,113.7,A,0,0,A,0.314,238.6,A,0.253,197.9,A,0,0,A,0.269,131.3,A,0,0,A,0.036,304.6,A,0.202,333.3,A,0,0,A,0.191,204.9,A,0,0,A,0.062,304.6,A,0.042,333.3,A,0,0,A,0.059,204.9,A,0,0,A,0.414,3,A,0.393,106.9,A,0.458,146.7,A,0.461,95.7,A,0.363,A,0,A,597.338,A,0,A,A,0,0,OK,0,A
394490,2023/11/23,01:38:08,15,175/70R13           ,175550,A,27.024,354.9,A,16.384,228.7,A,43.408,A,21.812,317.6,A,39.009,14.7,A,0.716,269.4,A,1.128,156.1,A,0,0,A,0.624,81,A,0,0,A,0.485,308.3,A,0.535,186.2,A,0,0,A,0.28,63.6,A,0,0,A,0.244,207.8,A,0.311,287,A,0,0,A,0.043,121.7,A,0,0,A,0.05,207.8,A,0.082,287,A,0,0,A,0.068,121.7,A,0,0,A,0.383,119.7,A,0.809,66.9,A,0.412,129,A,0.842,60.3,A,0.246,A,0,A,597.498,A,0,A,A,0,0,OK,0,A
394491,2023/11/23,01:38:36,15,175/70R13           ,175166,A,9.934,4.7,A,8.394,294.4,A,18.328,A,15.005,332.9,A,10.635,52.7,A,0.695,300.1,A,0.749,297.1,A,0,0,A,0.511,235.3,A,0,0,A,0.276,294.3,A,0.382,288.2,A,0,0,A,0.163,2.2,A,0,0,A,0.321,201.4,A,0.145,256.1,A,0,0,A,0.115,46,A,0,0,A,0.039,201.4,A,0.047,256.1,A,0,0,A,0.067,46,A,0,0,A,0.268,74.2,A,0.479,353.3,A,0.432,88.6,A,0.649,88.4,A,0.358,A,0,A,597.119,A,0,A,A,0,0,OK,0,A
394492,2023/11/23,01:39:04,15,175/70R13           ,175138,A,11.892,75,A,18.431,23.9,A,30.324,A,27.498,43.5,A,14.358,163.7,A,1.036,229.9,A,0.757,217,A,0,0,A,0.343,111.7,A,0,0,A,0.373,254.7,A,0.379,229,A,0,0,A,0.174,104.2,A,0,0,A,0.267,126.5,A,0.316,73.7,A,0,0,A,0.049,289.5,A,0,0,A,0.041,126.5,A,0.081,73.7,A,0,0,A,0.058,289.5,A,0,0,A,0.373,216.2,A,0.26,255.1,A,0.38,209.4,A,0.701,358.2,A,0.131,A,0,A,597.21,A,0,A,A,0,0,OK,0,A
394493,2023/11/23,01:39:32,15,175/70R13           ,175544,A,17.637,349.4,A,13.842,329.3,A,31.479,A,31.003,340.6,A,6.647,35.2,A,0.356,321,A,1.167,302.4,A,0,0,A,0.444,355,A,0,0,A,0.076,309.7,A,0.498,303.5,A,0,0,A,0.295,25.4,A,0,0,A,0.166,264.3,A,0.303,11.7,A,0,0,A,0.058,35.9,A,0,0,A,0.11,264.3,A,0.053,11.7,A,0,0,A,0.055,35.9,A,0,0,A,0.397,321.6,A,0.318,5.6,A,0.409,314.8,A,0.368,101.2,A,0.164,A,0,A,597.487,A,0,A,A,0,0,OK,0,A
394494,2023/11/23,01:40:00,15,175/70R13           ,175639,A,52.524,70.8,A,8.88,67.4,A,61.404,A,61.39,70.3,A,43.662,71.5,A,1.067,303,A,0.81,106.4,A,0,0,A,0.513,79,A,0,0,A,0.783,309.6,A,0.487,89.7,A,0,0,A,0.308,73.4,A,0,0,A,0.31,168.8,A,0.061,294.3,A,0,0,A,0.05,82.1,A,0,0,A,0.083,168.8,A,0.075,294.3,A,0,0,A,0.047,82.1,A,0,0,A,0.521,101.8,A,0.68,100.7,A,0.657,92.4,A,0.516,92.3,A,0.241,A,0,A,597.211,A,0,A,A,0,0,OK,0,A
394495,2023/11/23,01:40:29,15,175/70R13           ,175543,A,7.208,13.8,A,18.937,48.7,A,26.144,A,25.191,39.2,A,13.657,246.2,A,0.467,228.6,A,0.962,43.7,A,0,0,A,0.662,344.7,A,0,0,A,0.076,267.3,A,0.3,23.7,A,0,0,A,0.378,39.5,A,0,0,A,0.135,132.8,A,0.275,69.3,A,0,0,A,0.147,225,A,0,0,A,0.047,132.8,A,0.097,69.3,A,0,0,A,0.029,224.6,A,0,0,A,0.516,13.3,A,0.459,1,A,0.459,4.2,A,0.487,146.1,A,0.285,A,0,A,597.429,A,0,A,A,0,0,OK,0,A
394496,2023/11/23,01:40:57,15,175/70R13           ,174834,A,21.508,144,A,10.325,293.5,A,31.833,A,13.655,166.6,A,30.853,134.3,A,0.838,313.6,A,0.906,228,A,0,0,A,0.535,245.9,A,0,0,A,0.294,197,A,0.484,251.6,A,0,0,A,0.164,28.4,A,0,0,A,0.248,263.6,A,0.261,22.7,A,0,0,A,0.117,210.6,A,0,0,A,0.086,263.6,A,0.093,22.7,A,0,0,A,0.077,210.6,A,0,0,A,0.452,102.1,A,0.717,0.3,A,0.3,46.3,A,0.707,95.1,A,0.42,A,0,A,596.634,A,0,A,A,0,0,OK,0,A
394497,2023/11/23,01:41:26,15,175/70R13           ,174830,A,7.453,104.3,A,24.168,300.3,A,31.622,A,17.128,307.2,A,31.4,116.6,A,0.755,108.9,A,0.955,344.1,A,0,0,A,0.419,244.6,A,0,0,A,0.13,147.7,A,0.325,255.1,A,0,0,A,0.098,123.8,A,0,0,A,0.436,174,A,0.35,7.9,A,0,0,A,0.039,303.3,A,0,0,A,0.112,174,A,0.088,7.9,A,0,0,A,0.078,304.7,A,0,0,A,0.533,101.5,A,0.584,0.3,A,0.511,94.9,A,0.755,95,A,0.268,A,0,A,596.829,A,0,A,A,0,0,OK,0,A
394498,2023/11/23,01:41:56,15,175/70R13           ,175089,A,17.182,23.1,A,11.607,51.1,A,28.788,A,27.966,34.3,A,8.818,344.9,A,0.788,219.3,A,1.004,275,A,0,0,A,0.512,232.1,A,0,0,A,0.214,286,A,0.38,261.3,A,0,0,A,0.121,126.5,A,0,0,A,0.215,94.7,A,0.16,336.4,A,0,0,A,0.086,202.7,A,0,0,A,0.084,94.7,A,0.103,336.4,A,0,0,A,0.034,202.7,A,0,0,A,0.489,96.2,A,0.443,357.8,A,0.484,108,A,0.764,92.1,A,0.295,A,0,A,597.358,A,0,A,A,0,0,OK,0,A
394499,2023/11/23,01:42:28,15,175/70R13           ,175311,A,18.617,33.3,A,11.739,331.4,A,30.357,A,26.276,10.1,A,16.686,71.6,A,0.964,198.7,A,1.127,296.5,A,0,0,A,0.665,110.3,A,0,0,A,0.412,230.9,A,0.236,296.4,A,0,0,A,0.268,90.7,A,0,0,A,0.272,42.3,A,0.231,354.9,A,0,0,A,0.027,187.1,A,0,0,A,0.104,42.3,A,0.166,354.9,A,0,0,A,0.029,187.1,A,0,0,A,0.356,175.3,A,0.468,356,A,0.397,180.2,A,0.806,90.4,A,0.329,A,0,A,597.111,A,0,A,A,0,0,OK,0,A
394500,2023/11/23,01:42:59,15,175/70R13           ,175430,A,38.05,336.1,A,24.019,306.1,A,62.07,A,60.056,324.6,A,21.044,11,A,0.709,256.2,A,0.747,221.7,A,0,0,A,0.426,301.6,A,0,0,A,0.253,239.4,A,0.41,193.3,A,0,0,A,0.158,53.3,A,0,0,A,0.298,114.4,A,0.278,59.2,A,0,0,A,0.196,227.4,A,0,0,A,0.046,114.4,A,0.097,59.2,A,0,0,A,0.092,227.5,A,0,0,A,0.589,74.4,A,0.383,76.1,A,0.463,66,A,0.692,65.5,A,0.357,A,0,A,597.141,A,0,A,A,0,0,OK,0,A
394501,2023/11/23,01:43:30,15,175/70R13           ,175175,A,27.065,353.9,A,23.262,0.7,A,50.327,A,50.241,357.1,A,4.816,319.3,A,0.867,311.3,A,1.037,194.2,A,0,0,A,0.55,163.5,A,0,0,A,0.442,298,A,0.44,188.9,A,0,0,A,0.248,130.7,A,0,0,A,0.161,62.8,A,0.308,28.4,A,0,0,A,0.14,259.4,A,0,0,A,0.044,62.8,A,0.092,28.4,A,0,0,A,0.099,259.4,A,0,0,A,0.302,25,A,0.277,356,A,0.334,18,A,0.549,276.2,A,0.331,A,0,A,597.421,A,0,A,A,0,0,OK,0,A
