1575,2-Jun-22,Thursday,28,H30334477,H,3,0,3,3,4,4,7,7,
1574,1-Jun-22,Wednesday,28,F02377073,F,0,2,3,7,7,0,7,3,
1573,31-May-22,Tuesday,28,K33447173,K,3,3,4,4,7,1,7,3,
1572,30-May-22,Monday,28,H37565770,H,3,7,5,6,5,7,7,0,
1571,22-May-22,Sunday,29,B01385663,B,0,1,3,8,5,6,6,3,
1570,21-May-22,Saturday,29,T02174345,T,0,2,1,7,4,3,4,5,
1569,20-May-22,Friday,29,K28326575,K,2,8,3,2,6,5,7,5,
1568,19-May-22,Thursday,29,G23244559,G,2,3,2,4,4,5,5,9,
1567,18-May-22,Wednesday,29,M31505768,M,3,1,5,0,5,7,6,8,
1566,17-May-22,Tuesday,29,O27283436,O,2,7,2,8,3,4,3,6,
1565,14-May-22,Saturday,29,Y02193852,Y,0,2,1,9,3,8,5,2,
1564,13-May-22,Friday,29,D05161765,D,0,5,1,6,1,7,6,5,
1563,12-May-22,Thursday,29,F37446568,F,3,7,4,4,6,5,6,8,
1562,11-May-22,Wednesday,29,F39435266,F,3,9,4,3,5,2,6,6,
1561,10-May-22,Tuesday,29,I12172433,I,1,2,1,7,2,4,3,3,
1560,9-May-22,Monday,29,J05363953,J,0,5,3,6,3,9,5,3,
1559,8-May-22,Sunday,30,A09132645,A,0,9,1,3,2,6,4,5,
1558,7-May-22,Saturday,30,X28515355,X,2,8,5,1,5,3,5,5,
1557,6-May-22,Friday,30,X28515355,X,2,8,5,1,5,3,5,5,
1556,5-May-22,Thursday,30,V10122067,V,1,0,1,2,2,0,6,7,
1555,4-May-22,Wednesday,30,G09193156,G,0,9,1,9,3,1,5,6,
1554,3-May-22,Tuesday,30,L12154966,L,1,2,1,5,4,9,6,6,
1553,2-May-22,Monday,30,S18294246,S,1,8,2,9,4,2,4,6,
1552,1-May-22,Sunday,30,S07123266,S,0,7,1,2,3,2,6,6,
1551,30-Apr-22,Saturday,30,U10303956,U,1,0,3,0,3,9,5,6,
1550,29-Apr-22,Friday,30,Q13376775,Q,1,3,3,7,6,7,7,5,
1549,28-Apr-22,Thursday,30,N10172344,N,1,0,1,7,2,3,4,4,
1548,27-Apr-22,Wednesday,30,G25284562,G,2,5,2,8,4,5,6,2,
1547,26-Apr-22,Tuesday,31,G11556773,G,1,1,5,5,6,7,7,3,
1546,25-Apr-22,Monday,31,X12153036,X,1,2,1,5,3,0,3,6,
1545,24-Apr-22,Sunday,31,Y01214972,Y,0,1,2,1,4,9,7,2,
1544,23-Apr-22,Saturday,31,O07172224,O,0,7,1,7,2,2,2,4,
1543,22-Apr-22,Friday,31,C16336265,C,1,6,3,3,6,2,6,5,
1542,21-Apr-22,Thursday,31,Y25466175,Y,2,5,4,6,6,1,7,5,
1541,20-Apr-22,Wednesday,31,C06265759,C,0,6,2,6,5,7,5,9,
1540,19-Apr-22,Tuesday,31,I03464872,I,0,3,4,6,4,8,7,2,
1539,18-Apr-22,Monday,31,I01106062,I,0,1,1,0,6,0,6,2,
1538,12-Apr-22,Tuesday,31,Q29436265,Q,2,9,4,3,6,2,6,5,
1537,11-Apr-22,Monday,31,C05174272,C,0,5,1,7,4,2,7,2,
1536,10-Apr-22,Sunday,31,I14355368,I,1,4,3,5,5,3,6,8,
1535,9-Apr-22,Saturday,32,L43497374,L,4,3,4,9,7,3,7,4,
1534,8-Apr-22,Friday,32,U13425368,U,1,3,4,2,5,3,6,8,
1533,7-Apr-22,Thursday,32,T09124866,T,0,9,1,2,4,8,6,6,
1532,6-Apr-22,Wednesday,32,B04060961,B,0,4,0,6,0,9,6,1,
1531,5-Apr-22,Tuesday,32,Y34385774,Y,3,4,3,8,5,7,7,4,
1530,4-Apr-22,Monday,32,O18415670,O,1,8,4,1,5,6,7,0,
1529,3-Apr-22,Sunday,32,T12316470,T,1,2,3,1,6,4,7,0,
1528,2-Apr-22,Saturday,32,U48667277,U,4,8,6,6,7,2,7,7,
1527,1-Apr-22,Friday,32,D11141845,D,1,1,1,4,1,8,4,5,
1526,31-Mar-22,Thursday,32,X15172535,X,1,5,1,7,2,5,3,5,
1525,30-Mar-22,Wednesday,32,K19256467,K,1,9,2,5,6,4,6,7,
1524,29-Mar-22,Tuesday,32,H03243668,H,0,3,2,4,3,6,6,8,
1523,28-Mar-22,Monday,33,M13284548,M,1,3,2,8,4,5,4,8,
1522,27-Mar-22,Sunday,33,V26616671,V,2,6,6,1,6,6,7,1,
1521,26-Mar-22,Saturday,33,P06416370,P,0,6,4,1,6,3,7,0,
1520,25-Mar-22,Friday,33,Z14254858,Z,1,4,2,5,4,8,5,8,
1519,24-Mar-22,Thursday,33,J17273345,J,1,7,2,7,3,3,4,5,
1518,23-Mar-22,Wednesday,33,L34535762,L,3,4,5,3,5,7,6,2,
1517,22-Mar-22,Tuesday,33,B22415760,B,2,2,4,1,5,7,6,0,
1516,21-Mar-22,Monday,33,Q06285271,Q,0,6,2,8,5,2,7,1,
1515,20-Mar-22,Sunday,33,E06387077,E,0,6,3,8,7,0,7,7,
1514,19-Mar-22,Saturday,33,O33346877,O,3,3,3,4,6,8,7,7,
1513,18-Mar-22,Friday,33,Q04111422,Q,0,4,1,1,1,4,2,2,
1512,17-Mar-22,Thursday,33,Y08356776,Y,0,8,3,5,6,7,7,6,
1511,16-Mar-22,Wednesday,34,M32344455,M,3,2,3,4,4,4,5,5,
1510,15-Mar-22,Tuesday,34,J10192226,J,1,0,1,9,2,2,2,6,
1509,14-Mar-22,Monday,34,R26355566,R,2,6,3,5,5,5,6,6,
1508,13-Mar-22,Sunday,34,N13385863,N,1,3,3,8,5,8,6,3,
1507,12-Mar-22,Saturday,34,G34364574,G,3,4,3,6,4,5,7,4,
1506,11-Mar-22,Friday,34,T04163539,T,0,4,1,6,3,5,3,9,
1505,10-Mar-22,Thursday,34,M02406569,M,0,2,4,0,6,5,6,9,
1504,9-Mar-22,Wednesday,34,N08354153,N,0,8,3,5,4,1,5,3,
1503,8-Mar-22,Tuesday,34,Q04176977,Q,0,4,1,7,6,9,7,7,
1502,7-Mar-22,Monday,34,J30364366,J,3,0,3,6,4,3,6,6,
1501,6-Mar-22,Sunday,34,E17505665,E,1,7,5,0,5,6,6,5,
1500,5-Mar-22,Saturday,34,M08315473,M,0,8,3,1,5,4,7,3,
1499,4-Mar-22,Friday,35,Z01023973,Z,0,1,0,2,3,9,7,3,
1498,3-Mar-22,Thursday,35,I38424756,I,3,8,4,2,4,7,5,6,
1497,2-Mar-22,Wednesday,35,Q01193951,Q,0,1,1,9,3,9,5,1,
1496,1-Mar-22,Tuesday,35,Z01031933,Z,0,1,0,3,1,9,3,3,
1495,28-Feb-22,Monday,35,L26343676,L,2,6,3,4,3,6,7,6,
1494,27-Feb-22,Sunday,35,I29454752,I,2,9,4,5,4,7,5,2,
1493,26-Feb-22,Saturday,35,V08111719,V,0,8,1,1,1,7,1,9,
1492,25-Feb-22,Friday,35,X36395966,X,3,6,3,9,5,9,6,6,
1491,24-Feb-22,Thursday,35,N07304665,N,0,7,3,0,4,6,6,5,
1490,23-Feb-22,Wednesday,35,W30325963,W,3,0,3,2,5,9,6,3,
1489,22-Feb-22,Tuesday,35,G04235264,G,0,4,2,3,5,2,6,4,
1488,21-Feb-22,Monday,35,Q06344353,Q,0,6,3,4,4,3,5,3,
1487,20-Feb-22,Sunday,36,O31445455,O,3,1,4,4,5,4,5,5,
1486,19-Feb-22,Saturday,36,Y13274655,Y,1,3,2,7,4,6,5,5,
1485,18-Feb-22,Friday,36,M15304249,M,1,5,3,0,4,2,4,9,
1484,17-Feb-22,Thursday,36,Y32426777,Y,3,2,4,2,6,7,7,7,
1483,16-Feb-22,Wednesday,36,R15262774,R,1,5,2,6,2,7,7,4,
1482,15-Feb-22,Tuesday,36,J46556675,J,4,6,5,5,6,6,7,5,
1481,14-Feb-22,Monday,36,Z13293536,Z,1,3,2,9,3,5,3,6,
1480,13-Feb-22,Sunday,36,P21384165,P,2,1,3,8,4,1,6,5,
1479,12-Feb-22,Saturday,36,P09384975,P,0,9,3,8,4,9,7,5,
1478,11-Feb-22,Friday,36,A13526071,A,1,3,5,2,6,0,7,1,
1477,10-Feb-22,Thursday,36,L01111930,L,0,1,1,1,1,9,3,0,
1476,9-Feb-22,Wednesday,36,X20242774,X,2,0,2,4,2,7,7,4,
1475,8-Feb-22,Tuesday,37,M11455758,M,1,1,4,5,5,7,5,8,
1474,7-Feb-22,Monday,37,I13152949,I,1,3,1,5,2,9,4,9,
1473,6-Feb-22,Sunday,37,J01031061,J,0,1,0,3,1,0,6,1,
1472,5-Feb-22,Saturday,37,M16297172,M,1,6,2,9,7,1,7,2,
1471,4-Feb-22,Friday,37,C06404146,C,0,6,4,0,4,1,4,6,
1470,3-Feb-22,Thursday,37,U16213741,U,1,6,2,1,3,7,4,1,
1469,2-Feb-22,Wednesday,37,E17606267,E,1,7,6,0,6,2,6,7,
1468,1-Feb-22,Tuesday,37,P21293656,P,2,1,2,9,3,6,5,6,
1467,31-Jan-22,Monday,37,N17305077,N,1,7,3,0,5,0,7,7,
1466,30-Jan-22,Sunday,37,B30375065,B,3,0,3,7,5,0,6,5,
1465,29-Jan-22,Saturday,37,F28426173,F,2,8,4,2,6,1,7,3,
1464,28-Jan-22,Friday,37,S12176265,S,1,2,1,7,6,2,6,5,
1463,27-Jan-22,Thursday,38,U13213671,U,1,3,2,1,3,6,7,1,
1462,26-Jan-22,Wednesday,38,O09194775,O,0,9,1,9,4,7,7,5,
1461,25-Jan-22,Tuesday,38,W07095253,W,0,7,0,9,5,2,5,3,
1460,24-Jan-22,Monday,38,E13246472,E,1,3,2,4,6,4,7,2,
1459,23-Jan-22,Sunday,38,F52697077,F,5,2,6,9,7,0,7,7,
1458,22-Jan-22,Saturday,38,Z07163448,Z,0,7,1,6,3,4,4,8,
1457,21-Jan-22,Friday,38,W01303845,W,0,1,3,0,3,8,4,5,
1456,20-Jan-22,Thursday,38,A05202548,A,0,5,2,0,2,5,4,8,
1455,19-Jan-22,Wednesday,38,W06223866,W,0,6,2,2,3,8,6,6,
1454,18-Jan-22,Tuesday,38,T53656876,T,5,3,6,5,6,8,7,6,
1453,17-Jan-22,Monday,38,Q02202126,Q,0,2,2,0,2,1,2,6,
1452,16-Jan-22,Sunday,38,S42436668,S,4,2,4,3,6,6,6,8,
1451,15-Jan-22,Saturday,39,W18606177,W,1,8,6,0,6,1,7,7,
1450,14-Jan-22,Friday,39,E03136673,E,0,3,1,3,6,6,7,3,
1449,13-Jan-22,Thursday,39,C01364475,C,0,1,3,6,4,4,7,5,
1448,12-Jan-22,Wednesday,39,N04496076,N,0,4,4,9,6,0,7,6,
1447,11-Jan-22,Tuesday,39,H02245759,H,0,2,2,4,5,7,5,9,
1446,10-Jan-22,Monday,39,S29424675,S,2,9,4,2,4,6,7,5,
1445,9-Jan-22,Sunday,39,N02091138,N,0,2,0,9,1,1,3,8,
1444,8-Jan-22,Saturday,39,Y39475258,Y,3,9,4,7,5,2,5,8,
1443,7-Jan-22,Friday,39,Y04092653,Y,0,4,0,9,2,6,5,3,
1442,6-Jan-22,Thursday,39,N20395872,N,2,0,3,9,5,8,7,2,
1441,5-Jan-22,Wednesday,39,H18203277,H,1,8,2,0,3,2,7,7,
1440,4-Jan-22,Tuesday,39,B06586274,B,0,6,5,8,6,2,7,4,
